Eventi da inserire - dev
Id;EventName;Description;Category;StartDate;EndDate;Link;HighlightEvent;Creator;CreatorLogo;TopImage;BottomImage;Mode;SdgImage;SdgTag;Region;Address;Latitude;Longitude
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Bologna, Italia;44,494887;11,3426163
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Forlì-Cesena, Italia;43,9947681;11,9804613
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Ferrara, Italia;44,8381237;11,619787
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Modena, Italia;44,647128;10,9252269
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Piacenza, Italia;45,0526206;9,6929845
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Parma, Italia;44,801485;10,3279036
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Ravenna, Italia;44,4183598;12,2035294
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Rimini, Italia;44,0678288;12,5695158
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Reggio nell'Emilia, Italia;44,6989932;10,6296859
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Arezzo, Italia;43,4632839;11,8796336
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Grosseto, Italia;42,7635254;11,1123634
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Firenze, Italia;43,7695604;11,2558136
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Livorno, Italia;43,548473;10,3105674
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Massa-Carrara, Italia;44,2213998;10,0359661
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Lucca, Italia;43,8429197;10,5026977
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Pisa, Italia;43,7228386;10,4016888
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Prato, Italia;43,8777049;11,102228
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Pistoia, Italia;43,9303475;10,9078587
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Siena, Italia;43,318809;11,3307574
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Perugia, Italia;43,1107168;12,3908279
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Terni, Italia;42,5636168;12,6426604
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Ancona, Italia;43,6158299;13,518915
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Ascoli Piceno, Italia;42,8475303;13,5668302
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Fermo, Italia;43,1588734;13,7200884
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Macerata, Italia;43,2984268;13,4534767
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Pesaro e Urbino, Italia;43,6130118;12,7135121
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Frosinone, Italia;41,6396009;13,3426341
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Rieti, Italia;42,404509;12,8567281
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Latina, Italia;41,4675671;12,9035965
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Roma, Italia;41,9027835;12,4963655
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Viterbo, Italia;42,4206766;12,107669
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Chieti, Italia;42,347886;14,1635845
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Pescara, Italia;42,4617902;14,2160898
